receipt_id,purchase_order_id,product_id,warehouse_id,receipt_date,received_quantity,receipt_status
RCV-0004320,PO-003919,TEC-AC-10001990,WH-EAST,2016-07-30,21,Received
RCV-0002762,PO-002495,OFF-FA-10004395,WH-WEST,2016-07-31,20,Received
RCV-0004433,PO-004025,TEC-AC-10003095,WH-WEST,2016-07-31,24,Received
RCV-0000025,PO-000023,FUR-BO-10001608,WH-WEST,2016-08-01,5,Received
RCV-0000156,PO-000142,FUR-CH-10000595,WH-EAST,2016-08-01,10,Received
RCV-0004350,PO-003948,TEC-AC-10002253,WH-CENTRAL,2016-08-01,6,Received
RCV-0005049,PO-004595,TEC-PH-10003601,WH-SOUTH,2016-08-01,17,Received
RCV-0002955,PO-002669,OFF-LA-10004545,WH-SOUTH,2016-08-02,13,Received
RCV-0004450,PO-004041,TEC-AC-10003289,WH-SOUTH,2016-08-02,20,Received
RCV-0000475,PO-000430,FUR-FU-10000305,WH-WEST,2016-08-03,14,Received
RCV-0002105,PO-001912,OFF-BI-10002194,WH-CENTRAL,2016-08-03,15,Received
RCV-0000157,PO-000142,FUR-CH-10000595,WH-EAST,2016-08-04,6,Received
RCV-0001750,PO-001594,OFF-AR-10004587,WH-EAST,2016-08-05,12,Received
RCV-0000166,PO-000150,FUR-CH-10000785,WH-EAST,2016-08-06,14,Received
RCV-0000658,PO-000598,FUR-FU-10002253,WH-EAST,2016-08-06,19,Received
RCV-0001478,PO-001344,OFF-AR-10001446,WH-CENTRAL,2016-08-06,13,Received
RCV-0001549,PO-001412,OFF-AR-10002067,WH-WEST,2016-08-06,18,Received
RCV-0003177,PO-002872,OFF-PA-10001357,WH-EAST,2016-08-06,10,Received
RCV-0000614,PO-000557,FUR-FU-10001889,WH-WEST,2016-08-07,13,Received
RCV-0000651,PO-000591,FUR-FU-10002157,WH-EAST,2016-08-07,10,Received
RCV-0003780,PO-003423,OFF-ST-10000943,WH-CENTRAL,2016-08-07,19,Received
RCV-0004135,PO-003752,OFF-SU-10002573,WH-CENTRAL,2016-08-07,21,Received
RCV-0003999,PO-003628,OFF-ST-10003638,WH-WEST,2016-08-08,22,Received
RCV-0004421,PO-004013,TEC-AC-10003033,WH-EAST,2016-08-08,20,Received
RCV-0000011,PO-000011,FUR-BO-10000780,WH-CENTRAL,2016-08-09,14,Received
RCV-0000574,PO-000519,FUR-FU-10001488,WH-EAST,2016-08-09,12,Received
RCV-0004514,PO-004103,TEC-AC-10004469,WH-SOUTH,2016-08-09,11,Received
RCV-0002126,PO-001929,OFF-BI-10002412,WH-EAST,2016-08-11,10,Received
RCV-0003176,PO-002871,OFF-PA-10001307,WH-EAST,2016-08-11,19,Received
RCV-0003413,PO-003084,OFF-PA-10002787,WH-EAST,2016-08-11,12,Received
RCV-0004530,PO-004117,TEC-AC-10004571,WH-EAST,2016-08-11,23,Received
RCV-0005043,PO-004590,TEC-PH-10003580,WH-EAST,2016-08-11,16,Received
RCV-0001377,PO-001249,OFF-AR-10000203,WH-WEST,2016-08-12,15,Received
RCV-0001559,PO-001421,OFF-AR-10002255,WH-WEST,2016-08-12,10,Received
RCV-0004962,PO-004514,TEC-PH-10002624,WH-SOUTH,2016-08-12,12,Received
RCV-0000245,PO-000223,FUR-CH-10002304,WH-CENTRAL,2016-08-13,22,Received
RCV-0003843,PO-003480,OFF-ST-10001505,WH-CENTRAL,2016-08-13,11,Received
RCV-0004147,PO-003764,OFF-SU-10003567,WH-CENTRAL,2016-08-13,19,Received
RCV-0000086,PO-000079,FUR-BO-10003893,WH-CENTRAL,2016-08-14,18,Received
RCV-0000307,PO-000278,FUR-CH-10003199,WH-WEST,2016-08-14,10,Received
RCV-0001032,PO-000938,FUR-TA-10002903,WH-EAST,2016-08-14,17,Received
RCV-0001441,PO-001310,OFF-AR-10001026,WH-CENTRAL,2016-08-14,16,Received
RCV-0000217,PO-000196,FUR-CH-10001854,WH-WEST,2016-08-15,14,Received
RCV-0003475,PO-003143,OFF-PA-10003302,WH-CENTRAL,2016-08-15,17,Received
RCV-0004115,PO-003734,OFF-SU-10001935,WH-CENTRAL,2016-08-15,12,Received
RCV-0002887,PO-002611,OFF-LA-10003190,WH-SOUTH,2016-08-16,32,Received
RCV-0002993,PO-002705,OFF-PA-10000157,WH-EAST,2016-08-16,10,Received
RCV-0003844,PO-003480,OFF-ST-10001505,WH-CENTRAL,2016-08-16,6,Received
RCV-0001663,PO-001515,OFF-AR-10003602,WH-CENTRAL,2016-08-17,10,Received
RCV-0001856,PO-001690,OFF-BI-10000545,WH-EAST,2016-08-17,11,Received
RCV-0002037,PO-001852,OFF-BI-10001718,WH-EAST,2016-08-17,22,Received
RCV-0002689,PO-002431,OFF-FA-10000992,WH-EAST,2016-08-17,20,Received
RCV-0000666,PO-000606,FUR-FU-10002364,WH-CENTRAL,2016-08-18,11,Received
RCV-0002147,PO-001946,OFF-BI-10002557,WH-WEST,2016-08-18,25,Received
RCV-0003123,PO-002824,OFF-PA-10000809,WH-CENTRAL,2016-08-18,11,Received
RCV-0003376,PO-003050,OFF-PA-10002499,WH-EAST,2016-08-18,10,Received
RCV-0003736,PO-003383,OFF-ST-10000642,WH-EAST,2016-08-18,19,Received
RCV-0002496,PO-002260,OFF-BI-10004970,WH-WEST,2016-08-19,25,Received
RCV-0002986,PO-002698,OFF-PA-10000130,WH-EAST,2016-08-19,17,Received
RCV-0004815,PO-004381,TEC-PH-10001527,WH-EAST,2016-08-19,11,Received
RCV-0005130,PO-004673,TEC-PH-10004614,WH-EAST,2016-08-19,17,Received
RCV-0000656,PO-000596,FUR-FU-10002240,WH-CENTRAL,2016-08-20,19,Received
RCV-0001522,PO-001386,OFF-AR-10001915,WH-CENTRAL,2016-08-20,11,Received
RCV-0002876,PO-002601,OFF-LA-10002787,WH-CENTRAL,2016-08-20,23,Received
RCV-0003251,PO-002941,OFF-PA-10001815,WH-EAST,2016-08-20,23,Received
RCV-0004151,PO-003768,OFF-SU-10004231,WH-CENTRAL,2016-08-20,16,Received
RCV-0004749,PO-004321,TEC-PH-10000576,WH-WEST,2016-08-21,19,Received
RCV-0000667,PO-000606,FUR-FU-10002364,WH-CENTRAL,2016-08-22,6,Received
RCV-0004766,PO-004336,TEC-PH-10000923,WH-EAST,2016-08-22,11,Received
RCV-0001476,PO-001342,OFF-AR-10001427,WH-EAST,2016-08-23,16,Received
RCV-0001059,PO-000962,FUR-TA-10003748,WH-CENTRAL,2016-08-24,14,Received
RCV-0002318,PO-002104,OFF-BI-10003727,WH-EAST,2016-08-24,8,Received
RCV-0003914,PO-003547,OFF-ST-10002352,WH-EAST,2016-08-24,23,Received
RCV-0004393,PO-003985,TEC-AC-10002600,WH-EAST,2016-08-24,16,Received
RCV-0001523,PO-001386,OFF-AR-10001915,WH-CENTRAL,2016-08-25,8,Received
RCV-0002062,PO-001874,OFF-BI-10001922,WH-EAST,2016-08-25,10,Received
RCV-0002778,PO-002509,OFF-LA-10000134,WH-CENTRAL,2016-08-25,11,Received
RCV-0003275,PO-002963,OFF-PA-10001937,WH-WEST,2016-08-25,20,Received
RCV-0004100,PO-003721,OFF-SU-10001218,WH-EAST,2016-08-25,13,Received
RCV-0004257,PO-003862,TEC-AC-10001142,WH-WEST,2016-08-25,13,Received
RCV-0004770,PO-004340,TEC-PH-10000984,WH-EAST,2016-08-26,13,Received
RCV-0002299,PO-002087,OFF-BI-10003694,WH-EAST,2016-08-27,9,Received
RCV-0002319,PO-002104,OFF-BI-10003727,WH-EAST,2016-08-27,6,Received
RCV-0003124,PO-002825,OFF-PA-10000809,WH-CENTRAL,2016-08-27,12,Received
RCV-0004609,PO-004190,TEC-MA-10000597,WH-WEST,2016-08-27,11,Received
RCV-0003503,PO-003167,OFF-PA-10003625,WH-EAST,2016-08-28,21,Received
RCV-0003514,PO-003178,OFF-PA-10003657,WH-WEST,2016-08-28,24,Received
RCV-0003809,PO-003450,OFF-ST-10001325,WH-WEST,2016-08-28,10,Received
RCV-0003970,PO-003601,OFF-ST-10003208,WH-EAST,2016-08-28,18,Received
RCV-0004258,PO-003862,TEC-AC-10001142,WH-WEST,2016-08-28,5,Received
RCV-0004504,PO-004093,TEC-AC-10004227,WH-EAST,2016-08-28,10,Received
RCV-0001973,PO-001797,OFF-BI-10001510,WH-EAST,2016-08-29,15,Received
RCV-0002300,PO-002087,OFF-BI-10003694,WH-EAST,2016-08-29,3,Received
RCV-0002338,PO-002120,OFF-BI-10003981,WH-CENTRAL,2016-08-29,11,Received
RCV-0004195,PO-003808,TEC-AC-10000290,WH-EAST,2016-08-29,19,Received
RCV-0004345,PO-003944,TEC-AC-10002217,WH-WEST,2016-08-29,19,Received
RCV-0000523,PO-000475,FUR-FU-10000820,WH-CENTRAL,2016-08-30,12,Received
RCV-0003125,PO-002825,OFF-PA-10000809,WH-CENTRAL,2016-08-30,9,Received
RCV-0003546,PO-003208,OFF-PA-10003893,WH-SOUTH,2016-08-30,23,Received
RCV-0001393,PO-001264,OFF-AR-10000390,WH-EAST,2016-08-31,16,Received
RCV-0001546,PO-001409,OFF-AR-10002053,WH-SOUTH,2016-08-31,24,Received
RCV-0002733,PO-002470,OFF-FA-10003021,WH-CENTRAL,2016-08-31,23,Received
RCV-0000908,PO-000825,FUR-FU-10004748,WH-CENTRAL,2016-09-01,10,Received
RCV-0002339,PO-002120,OFF-BI-10003981,WH-CENTRAL,2016-09-01,5,Received
RCV-0002473,PO-002239,OFF-BI-10004781,WH-EAST,2016-09-01,12,Received
RCV-0003750,PO-003397,OFF-ST-10000736,WH-WEST,2016-09-01,10,Received
RCV-0004351,PO-003949,TEC-AC-10002305,WH-EAST,2016-09-02,10,Received
RCV-0000566,PO-000511,FUR-FU-10001473,WH-CENTRAL,2016-09-03,15,Received
RCV-0001062,PO-000965,FUR-TA-10003837,WH-EAST,2016-09-03,11,Received
RCV-0001835,PO-001671,OFF-BI-10000315,WH-CENTRAL,2016-09-03,13,Received
RCV-0002220,PO-002014,OFF-BI-10003166,WH-EAST,2016-09-03,10,Received
RCV-0004260,PO-003864,TEC-AC-10001266,WH-EAST,2016-09-03,13,Received
RCV-0004841,PO-004406,TEC-PH-10001619,WH-SOUTH,2016-09-03,13,Received
RCV-0001422,PO-001293,OFF-AR-10000817,WH-CENTRAL,2016-09-04,14,Received
RCV-0001547,PO-001410,OFF-AR-10002053,WH-WEST,2016-09-04,17,Received
RCV-0003429,PO-003098,OFF-PA-10002968,WH-WEST,2016-09-04,24,Received
RCV-0003685,PO-003335,OFF-ST-10000046,WH-WEST,2016-09-04,16,Received
RCV-0004321,PO-003920,TEC-AC-10001998,WH-EAST,2016-09-06,13,Received
RCV-0004567,PO-004151,TEC-CO-10000971,WH-WEST,2016-09-06,18,Received
RCV-0000433,PO-000391,FUR-FU-10000010,WH-EAST,2016-09-07,23,Received
RCV-0000438,PO-000396,FUR-FU-10000073,WH-WEST,2016-09-07,14,Received
RCV-0001755,PO-001599,OFF-AR-10004648,WH-WEST,2016-09-07,16,Received
RCV-0001780,PO-001624,OFF-BI-10000014,WH-SOUTH,2016-09-07,13,Received
RCV-0002009,PO-001825,OFF-BI-10001617,WH-WEST,2016-09-07,11,Received
RCV-0002794,PO-002525,OFF-LA-10000414,WH-CENTRAL,2016-09-07,10,Received
RCV-0003082,PO-002786,OFF-PA-10000556,WH-EAST,2016-09-07,10,Received
RCV-0003366,PO-003043,OFF-PA-10002464,WH-EAST,2016-09-07,10,Received
RCV-0004570,PO-004154,TEC-CO-10001046,WH-CENTRAL,2016-09-07,23,Received
RCV-0000117,PO-000107,FUR-BO-10004695,WH-WEST,2016-09-08,19,Received
RCV-0004023,PO-003650,OFF-ST-10003994,WH-EAST,2016-09-08,10,Received
RCV-0001952,PO-001780,OFF-BI-10001249,WH-EAST,2016-09-09,8,Received
RCV-0002846,PO-002573,OFF-LA-10001982,WH-CENTRAL,2016-09-09,12,Received
RCV-0003489,PO-003157,OFF-PA-10003441,WH-WEST,2016-09-09,19,Received
RCV-0004557,PO-004142,TEC-AC-10004864,WH-WEST,2016-09-09,10,Received
RCV-0005019,PO-004566,TEC-PH-10003187,WH-WEST,2016-09-09,14,Received
RCV-0005098,PO-004641,TEC-PH-10004165,WH-CENTRAL,2016-09-09,17,Received
RCV-0000774,PO-000702,FUR-FU-10003535,WH-EAST,2016-09-10,10,Received
RCV-0002228,PO-002022,OFF-BI-10003274,WH-WEST,2016-09-10,19,Received
RCV-0003853,PO-003489,OFF-ST-10001526,WH-EAST,2016-09-10,11,Received
RCV-0004138,PO-003755,OFF-SU-10002881,WH-EAST,2016-09-10,12,Received
RCV-0004848,PO-004413,TEC-PH-10001750,WH-CENTRAL,2016-09-11,12,Received
RCV-0000345,PO-000312,FUR-CH-10003817,WH-EAST,2016-09-12,25,Received
RCV-0001216,PO-001101,OFF-AP-10001962,WH-EAST,2016-09-12,13,Received
RCV-0001540,PO-001403,OFF-AR-10001972,WH-WEST,2016-09-12,12,Received
RCV-0004075,PO-003697,OFF-ST-10004963,WH-EAST,2016-09-12,25,Received
RCV-0004172,PO-003786,OFF-SU-10004782,WH-WEST,2016-09-12,16,Received
RCV-0000122,PO-000112,FUR-BO-10004834,WH-EAST,2016-09-13,21,Received
RCV-0001894,PO-001728,OFF-BI-10000848,WH-EAST,2016-09-13,21,Received
RCV-0001953,PO-001780,OFF-BI-10001249,WH-EAST,2016-09-13,4,Received
RCV-0002140,PO-001940,OFF-BI-10002437,WH-WEST,2016-09-13,13,Received
RCV-0004185,PO-003798,TEC-AC-10000109,WH-CENTRAL,2016-09-13,23,Received
RCV-0004572,PO-004156,TEC-CO-10001449,WH-WEST,2016-09-13,22,Received
RCV-0002514,PO-002276,OFF-EN-10000927,WH-SOUTH,2016-09-14,11,Received
RCV-0001898,PO-001732,OFF-BI-10000962,WH-WEST,2016-09-15,17,Received
RCV-0002104,PO-001911,OFF-BI-10002160,WH-WEST,2016-09-15,13,Received
RCV-0003236,PO-002926,OFF-PA-10001776,WH-WEST,2016-09-15,14,Received
RCV-0003245,PO-002935,OFF-PA-10001801,WH-EAST,2016-09-15,10,Received
RCV-0003388,PO-003061,OFF-PA-10002606,WH-WEST,2016-09-15,14,Received
RCV-0004426,PO-004018,TEC-AC-10003038,WH-WEST,2016-09-15,24,Received
RCV-0005165,PO-004705,TEC-PH-10004959,WH-EAST,2016-09-15,13,Received
RCV-0000261,PO-000238,FUR-CH-10002372,WH-WEST,2016-09-16,12,Received
RCV-0001867,PO-001701,OFF-BI-10000605,WH-EAST,2016-09-16,16,Received
RCV-0001899,PO-001733,OFF-BI-10000962,WH-CENTRAL,2016-09-16,20,Received
RCV-0002908,PO-002629,OFF-LA-10003714,WH-CENTRAL,2016-09-16,18,Received
RCV-0003181,PO-002876,OFF-PA-10001450,WH-WEST,2016-09-16,13,Received
RCV-0003446,PO-003114,OFF-PA-10003039,WH-EAST,2016-09-16,25,Received
RCV-0004849,PO-004413,TEC-PH-10001750,WH-CENTRAL,2016-09-16,9,Received
RCV-0000725,PO-000658,FUR-FU-10002937,WH-WEST,2016-09-17,11,Received
RCV-0001217,PO-001101,OFF-AP-10001962,WH-EAST,2016-09-17,6,Received
RCV-0001530,PO-001393,OFF-AR-10001953,WH-SOUTH,2016-09-17,14,Received
RCV-0001800,PO-001642,OFF-BI-10000138,WH-WEST,2016-09-17,12,Received
RCV-0002308,PO-002095,OFF-BI-10003708,WH-CENTRAL,2016-09-17,23,Received
RCV-0002824,PO-002552,OFF-LA-10001317,WH-EAST,2016-09-17,23,Received
RCV-0004218,PO-003828,TEC-AC-10000682,WH-WEST,2016-09-17,10,Received
RCV-0000003,PO-000003,FUR-BO-10000330,WH-WEST,2016-09-18,16,Received
RCV-0002515,PO-002276,OFF-EN-10000927,WH-SOUTH,2016-09-18,4,Received
RCV-0002736,PO-002473,OFF-FA-10003059,WH-EAST,2016-09-18,8,Received
RCV-0003793,PO-003436,OFF-ST-10001172,WH-EAST,2016-09-18,11,Received
RCV-0004002,PO-003631,OFF-ST-10003641,WH-EAST,2016-09-18,17,Received
RCV-0005095,PO-004638,TEC-PH-10004120,WH-CENTRAL,2016-09-18,14,Received
RCV-0002591,PO-002346,OFF-EN-10003068,WH-EAST,2016-09-19,12,Received
RCV-0003881,PO-003515,OFF-ST-10001932,WH-EAST,2016-09-19,20,Received
RCV-0000070,PO-000063,FUR-BO-10003159,WH-WEST,2016-09-20,21,Received
RCV-0001423,PO-001294,OFF-AR-10000817,WH-CENTRAL,2016-09-20,11,Received
RCV-0003225,PO-002915,OFF-PA-10001712,WH-SOUTH,2016-09-20,21,Received
RCV-0003389,PO-003061,OFF-PA-10002606,WH-WEST,2016-09-20,7,Received
RCV-0005166,PO-004705,TEC-PH-10004959,WH-EAST,2016-09-20,10,Received
RCV-0002737,PO-002473,OFF-FA-10003059,WH-EAST,2016-09-21,6,Received
RCV-0003807,PO-003448,OFF-ST-10001321,WH-SOUTH,2016-09-21,24,Received
RCV-0003963,PO-003594,OFF-ST-10003058,WH-EAST,2016-09-21,18,Received
RCV-0004996,PO-004543,TEC-PH-10002922,WH-EAST,2016-09-21,11,Received
RCV-0001720,PO-001566,OFF-AR-10004042,WH-EAST,2016-09-22,15,Received
RCV-0002361,PO-002138,OFF-BI-10004040,WH-CENTRAL,2016-09-22,20,Received
RCV-0002491,PO-002256,OFF-BI-10004967,WH-WEST,2016-09-22,10,Received
RCV-0003459,PO-003127,OFF-PA-10003172,WH-WEST,2016-09-22,12,Received
RCV-0003731,PO-003378,OFF-ST-10000617,WH-EAST,2016-09-22,25,Received
RCV-0000204,PO-000183,FUR-CH-10001545,WH-EAST,2016-09-23,12,Received
RCV-0000726,PO-000658,FUR-FU-10002937,WH-WEST,2016-09-23,9,Received
RCV-0001054,PO-000957,FUR-TA-10003569,WH-EAST,2016-09-23,22,Received
RCV-0001985,PO-001806,OFF-BI-10001525,WH-EAST,2016-09-23,15,Received
RCV-0002551,PO-002308,OFF-EN-10001539,WH-SOUTH,2016-09-23,12,Received
RCV-0003624,PO-003283,OFF-PA-10004530,WH-WEST,2016-09-23,15,Received
RCV-0004317,PO-003916,TEC-AC-10001956,WH-WEST,2016-09-23,10,Received
RCV-0005040,PO-004587,TEC-PH-10003555,WH-WEST,2016-09-23,18,Received
RCV-0000809,PO-000733,FUR-FU-10003799,WH-WEST,2016-09-24,20,Received
RCV-0001219,PO-001103,OFF-AP-10002082,WH-EAST,2016-09-24,10,Received
RCV-0001882,PO-001716,OFF-BI-10000778,WH-WEST,2016-09-24,12,Received
RCV-0003872,PO-003507,OFF-ST-10001809,WH-SOUTH,2016-09-24,20,Received
RCV-0000410,PO-000371,FUR-CH-10004853,WH-SOUTH,2016-09-25,21,Received
RCV-0000592,PO-000536,FUR-FU-10001706,WH-CENTRAL,2016-09-25,18,Received
RCV-0001500,PO-001366,OFF-AR-10001683,WH-EAST,2016-09-25,14,Received
RCV-0002155,PO-001952,OFF-BI-10002609,WH-EAST,2016-09-25,20,Received
RCV-0002387,PO-002162,OFF-BI-10004209,WH-EAST,2016-09-25,11,Received
RCV-0004175,PO-003789,OFF-SU-10004884,WH-WEST,2016-09-25,16,Received
RCV-0000831,PO-000754,FUR-FU-10003975,WH-SOUTH,2016-09-26,17,Received
RCV-0002362,PO-002139,OFF-BI-10004040,WH-WEST,2016-09-26,15,Received
RCV-0002552,PO-002308,OFF-EN-10001539,WH-SOUTH,2016-09-26,9,Received
RCV-0002717,PO-002456,OFF-FA-10002763,WH-WEST,2016-09-26,15,Received
RCV-0004280,PO-003881,TEC-AC-10001465,WH-SOUTH,2016-09-26,14,Received
RCV-0000468,PO-000424,FUR-FU-10000277,WH-EAST,2016-09-27,14,Received
RCV-0000662,PO-000602,FUR-FU-10002268,WH-SOUTH,2016-09-27,25,Received
RCV-0001424,PO-001294,OFF-AR-10000817,WH-CENTRAL,2016-09-27,3,Received
RCV-0004010,PO-003639,OFF-ST-10003716,WH-SOUTH,2016-09-27,17,Received
RCV-0000084,PO-000077,FUR-BO-10003660,WH-EAST,2016-09-28,11,Received
RCV-0001922,PO-001754,OFF-BI-10001097,WH-WEST,2016-09-28,16,Received
RCV-0003288,PO-002974,OFF-PA-10001970,WH-EAST,2016-09-28,12,Received
RCV-0003425,PO-003095,OFF-PA-10002947,WH-EAST,2016-09-28,9,Received
RCV-0003579,PO-003239,OFF-PA-10004100,WH-WEST,2016-09-28,13,Received
RCV-0003625,PO-003284,OFF-PA-10004530,WH-WEST,2016-09-28,15,Received
RCV-0000765,PO-000694,FUR-FU-10003394,WH-SOUTH,2016-09-29,23,Received
RCV-0001037,PO-000943,FUR-TA-10003008,WH-WEST,2016-09-29,12,Received
RCV-0003328,PO-003009,OFF-PA-10002222,WH-EAST,2016-09-29,21,Received
RCV-0003901,PO-003534,OFF-ST-10002289,WH-SOUTH,2016-09-29,10,Received
RCV-0004036,PO-003662,OFF-ST-10004186,WH-SOUTH,2016-09-29,18,Received
RCV-0000469,PO-000424,FUR-FU-10000277,WH-EAST,2016-09-30,5,Received
RCV-0001465,PO-001332,OFF-AR-10001246,WH-WEST,2016-09-30,13,Received
RCV-0002592,PO-002347,OFF-EN-10003068,WH-EAST,2016-09-30,23,Received
RCV-0002897,PO-002621,OFF-LA-10003510,WH-EAST,2016-09-30,16,Received
RCV-0004091,PO-003712,OFF-SU-10000898,WH-EAST,2016-09-30,14,Received
RCV-0000167,PO-000151,FUR-CH-10000785,WH-EAST,2016-10-01,17,Received
RCV-0000583,PO-000528,FUR-FU-10001591,WH-WEST,2016-10-01,25,Received
RCV-0000913,PO-000830,FUR-FU-10004848,WH-EAST,2016-10-01,13,Received
RCV-0001348,PO-001224,OFF-AP-10004532,WH-WEST,2016-10-01,19,Received
RCV-0001368,PO-001241,OFF-AP-10004980,WH-WEST,2016-10-01,21,Received
RCV-0001785,PO-001628,OFF-BI-10000042,WH-SOUTH,2016-10-01,21,Received
RCV-0002503,PO-002267,OFF-EN-10000056,WH-WEST,2016-10-01,20,Received
RCV-0003169,PO-002865,OFF-PA-10001293,WH-CENTRAL,2016-10-01,16,Received
RCV-0004179,PO-003793,TEC-AC-10000057,WH-WEST,2016-10-01,10,Received
RCV-0004710,PO-004287,TEC-PH-10000169,WH-EAST,2016-10-01,18,Received
RCV-0004725,PO-004300,TEC-PH-10000369,WH-SOUTH,2016-10-01,19,Received
RCV-0004924,PO-004483,TEC-PH-10002415,WH-EAST,2016-10-01,11,Received
RCV-0002141,PO-001941,OFF-BI-10002437,WH-EAST,2016-10-02,23,Received
RCV-0003967,PO-003598,OFF-ST-10003123,WH-WEST,2016-10-02,25,Received
RCV-0001038,PO-000943,FUR-TA-10003008,WH-WEST,2016-10-03,8,Received
RCV-0001773,PO-001617,OFF-AR-10004930,WH-EAST,2016-10-03,25,Received
RCV-0002434,PO-002203,OFF-BI-10004506,WH-SOUTH,2016-10-03,25,Received
RCV-0003070,PO-002775,OFF-PA-10000501,WH-WEST,2016-10-03,10,Received
RCV-0003426,PO-003095,OFF-PA-10002947,WH-EAST,2016-10-03,6,Received
RCV-0003640,PO-003297,OFF-PA-10004665,WH-SOUTH,2016-10-03,24,Received
RCV-0004011,PO-003639,OFF-ST-10003716,WH-SOUTH,2016-10-03,6,Received
RCV-0004484,PO-004074,TEC-AC-10003832,WH-EAST,2016-10-03,23,Received
RCV-0000224,PO-000203,FUR-CH-10001973,WH-EAST,2016-10-04,14,Received
RCV-0001055,PO-000958,FUR-TA-10003569,WH-SOUTH,2016-10-04,24,Received
RCV-0001468,PO-001335,OFF-AR-10001315,WH-SOUTH,2016-10-04,25,Received
RCV-0002391,PO-002166,OFF-BI-10004224,WH-EAST,2016-10-04,14,Received
RCV-0005065,PO-004610,TEC-PH-10003875,WH-CENTRAL,2016-10-04,15,Received
RCV-0003580,PO-003240,OFF-PA-10004100,WH-WEST,2016-10-05,20,Received
RCV-0004508,PO-004097,TEC-AC-10004353,WH-CENTRAL,2016-10-05,20,Received
RCV-0004651,PO-004231,TEC-MA-10002859,WH-EAST,2016-10-05,23,Received
RCV-0004972,PO-004523,TEC-PH-10002726,WH-EAST,2016-10-05,20,Received
RCV-0000120,PO-000110,FUR-BO-10004709,WH-EAST,2016-10-06,23,Received
RCV-0001886,PO-001720,OFF-BI-10000822,WH-EAST,2016-10-06,17,Received
RCV-0002392,PO-002166,OFF-BI-10004224,WH-EAST,2016-10-06,6,Received
RCV-0002562,PO-002318,OFF-EN-10002500,WH-EAST,2016-10-07,12,Received
RCV-0003815,PO-003455,OFF-ST-10001328,WH-WEST,2016-10-07,9,Received
RCV-0002175,PO-001971,OFF-BI-10002813,WH-WEST,2016-10-08,11,Received
RCV-0002477,PO-002243,OFF-BI-10004817,WH-WEST,2016-10-08,23,Received
RCV-0004563,PO-004148,TEC-AC-10004975,WH-CENTRAL,2016-10-08,12,Received
RCV-0000137,PO-000125,FUR-CH-10000309,WH-SOUTH,2016-10-09,15,Received
RCV-0005003,PO-004550,TEC-PH-10003012,WH-EAST,2016-10-09,13,Received
RCV-0000693,PO-000630,FUR-FU-10002554,WH-SOUTH,2016-10-10,13,Received
RCV-0001149,PO-001040,OFF-AP-10000696,WH-WEST,2016-10-10,23,Received
RCV-0002482,PO-002248,OFF-BI-10004828,WH-WEST,2016-10-10,11,Received
RCV-0002532,PO-002292,OFF-EN-10001415,WH-CENTRAL,2016-10-10,10,Received
RCV-0003173,PO-002868,OFF-PA-10001295,WH-EAST,2016-10-10,24,Received
RCV-0003816,PO-003455,OFF-ST-10001328,WH-WEST,2016-10-10,3,Received
RCV-0003935,PO-003566,OFF-ST-10002562,WH-EAST,2016-10-10,16,Received
RCV-0005028,PO-004575,TEC-PH-10003357,WH-EAST,2016-10-10,18,Received
RCV-0000593,PO-000537,FUR-FU-10001706,WH-CENTRAL,2016-10-11,21,Received
RCV-0000840,PO-000763,FUR-FU-10004006,WH-EAST,2016-10-11,22,Received
RCV-0002042,PO-001857,OFF-BI-10001757,WH-SOUTH,2016-10-11,10,Received
RCV-0003960,PO-003591,OFF-ST-10002974,WH-WEST,2016-10-11,16,Received
RCV-0004157,PO-003774,OFF-SU-10004290,WH-WEST,2016-10-11,25,Received
RCV-0004934,PO-004492,TEC-PH-10002496,WH-SOUTH,2016-10-11,25,Received
RCV-0000872,PO-000792,FUR-FU-10004188,WH-WEST,2016-10-13,25,Received
RCV-0001104,PO-001002,OFF-AP-10000026,WH-EAST,2016-10-13,21,Received
RCV-0004213,PO-003824,TEC-AC-10000521,WH-SOUTH,2016-10-13,10,Received
RCV-0004479,PO-004069,TEC-AC-10003657,WH-CENTRAL,2016-10-13,21,Received
RCV-0001846,PO-001681,OFF-BI-10000404,WH-CENTRAL,2016-10-14,14,Received
RCV-0002043,PO-001857,OFF-BI-10001757,WH-SOUTH,2016-10-14,5,Received
RCV-0003817,PO-003456,OFF-ST-10001328,WH-EAST,2016-10-14,22,Received
RCV-0000766,PO-000695,FUR-FU-10003424,WH-EAST,2016-10-15,14,Received
RCV-0001150,PO-001041,OFF-AP-10000696,WH-SOUTH,2016-10-16,17,Received
RCV-0001226,PO-001110,OFF-AP-10002191,WH-CENTRAL,2016-10-16,12,Received
RCV-0004935,PO-004493,TEC-PH-10002496,WH-EAST,2016-10-16,15,Received
RCV-0004950,PO-004504,TEC-PH-10002564,WH-WEST,2016-10-16,13,Received
RCV-0001125,PO-001020,OFF-AP-10000275,WH-WEST,2016-10-17,13,Received
RCV-0004233,PO-003839,TEC-AC-10000892,WH-EAST,2016-10-18,15,Received
RCV-0005079,PO-004623,TEC-PH-10004042,WH-CENTRAL,2016-10-18,10,Received
RCV-0005162,PO-004702,TEC-PH-10004924,WH-SOUTH,2016-10-18,14,Received
RCV-0003665,PO-003319,OFF-PA-10004971,WH-CENTRAL,2016-10-20,11,Received
