product_id,product_name,category,sub_category,supplier_id,supplier_name,default_warehouse_id,lead_time_days,avg_unit_price,standard_unit_cost,reorder_point_qty,target_stock_qty
OFF-LA-10002473,Avery 484,Office Supplies,Labels,SUP-OFF-04,Evergreen Office Goods,WH-SOUTH,8,$1.54,$1.00,5,10
OFF-LA-10002475,Avery 519,Office Supplies,Labels,SUP-OFF-04,Evergreen Office Goods,WH-EAST,7,$5.33,$3.00,5,10
OFF-LA-10002762,Avery 485,Office Supplies,Labels,SUP-OFF-03,Prime Workplace Essentials,WH-EAST,5,$12.45,$7.09,5,10
OFF-LA-10002787,Avery 480,Office Supplies,Labels,SUP-OFF-02,Metro Stationery Co.,WH-SOUTH,7,$2.86,$1.59,5,10
OFF-LA-10002945,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",Office Supplies,Labels,SUP-OFF-01,Pinnacle Paper & Office,WH-CENTRAL,9,$8.93,$4.47,5,10
OFF-LA-10003077,Avery 500,Office Supplies,Labels,SUP-OFF-03,Prime Workplace Essentials,WH-WEST,8,$5.12,$2.93,5,10
OFF-LA-10003121,Avery 506,Office Supplies,Labels,SUP-OFF-04,Evergreen Office Goods,WH-EAST,4,$3.96,$2.29,5,10
OFF-LA-10003148,Avery 51,Office Supplies,Labels,SUP-OFF-02,Metro Stationery Co.,WH-CENTRAL,5,$3.70,$1.93,5,10
OFF-LA-10003190,Avery 474,Office Supplies,Labels,SUP-OFF-01,Pinnacle Paper & Office,WH-SOUTH,7,$2.42,$1.21,5,10
OFF-LA-10003223,Avery 508,Office Supplies,Labels,SUP-OFF-02,Metro Stationery Co.,WH-CENTRAL,7,$7.27,$4.06,5,10
OFF-LA-10003388,Avery 5,Office Supplies,Labels,SUP-OFF-03,Prime Workplace Essentials,WH-EAST,9,$0.82,$1.00,5,11
OFF-LA-10003498,Avery 475,Office Supplies,Labels,SUP-OFF-01,Pinnacle Paper & Office,WH-WEST,9,$19.43,$10.85,5,10
OFF-LA-10003510,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",Office Supplies,Labels,SUP-OFF-01,Pinnacle Paper & Office,WH-EAST,5,$29.74,$17.13,5,10
OFF-LA-10003537,Avery 515,Office Supplies,Labels,SUP-OFF-02,Metro Stationery Co.,WH-CENTRAL,8,$5.64,$3.19,5,10
OFF-LA-10003663,Avery 498,Office Supplies,Labels,SUP-OFF-02,Metro Stationery Co.,WH-CENTRAL,9,$2.27,$1.25,5,10
OFF-LA-10003714,Avery 510,Office Supplies,Labels,SUP-OFF-03,Prime Workplace Essentials,WH-CENTRAL,5,$1.41,$1.00,5,10
OFF-LA-10003720,Avery 487,Office Supplies,Labels,SUP-OFF-01,Pinnacle Paper & Office,WH-EAST,6,$2.64,$1.43,5,10
OFF-LA-10003766,Self-Adhesive Removable Labels,Office Supplies,Labels,SUP-OFF-02,Metro Stationery Co.,WH-WEST,9,$3.74,$1.93,5,10
OFF-LA-10003923,Alphabetical Labels for Top Tab Filing,Office Supplies,Labels,SUP-OFF-01,Pinnacle Paper & Office,WH-CENTRAL,9,$25.21,$14.45,5,10
OFF-LA-10003930,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",Office Supplies,Labels,SUP-OFF-01,Pinnacle Paper & Office,WH-SOUTH,9,$128.79,$73.15,5,10
OFF-LA-10004008,Avery 507,Office Supplies,Labels,SUP-OFF-04,Evergreen Office Goods,WH-SOUTH,7,$5.95,$3.16,5,10
OFF-LA-10004055,Color-Coded Legal Exhibit Labels,Office Supplies,Labels,SUP-OFF-04,Evergreen Office Goods,WH-EAST,8,$5.73,$2.98,5,10
OFF-LA-10004093,Avery 486,Office Supplies,Labels,SUP-OFF-04,Evergreen Office Goods,WH-EAST,7,$3.54,$2.04,5,10
OFF-LA-10004178,Avery 491,Office Supplies,Labels,SUP-OFF-01,Pinnacle Paper & Office,WH-CENTRAL,6,$5.71,$3.29,5,10
OFF-LA-10004272,Avery 482,Office Supplies,Labels,SUP-OFF-03,Prime Workplace Essentials,WH-SOUTH,7,$2.41,$1.28,5,10
OFF-LA-10004345,Avery 493,Office Supplies,Labels,SUP-OFF-02,Metro Stationery Co.,WH-CENTRAL,8,$2.55,$1.36,5,10
OFF-LA-10004409,Avery 492,Office Supplies,Labels,SUP-OFF-01,Pinnacle Paper & Office,WH-SOUTH,8,$2.64,$1.46,5,10
OFF-LA-10004425,Staple-on labels,Office Supplies,Labels,SUP-OFF-01,Pinnacle Paper & Office,WH-EAST,6,$2.87,$1.50,5,10
OFF-LA-10004484,Avery 476,Office Supplies,Labels,SUP-OFF-01,Pinnacle Paper & Office,WH-SOUTH,8,$3.58,$2.02,5,10
OFF-LA-10004544,Avery 505,Office Supplies,Labels,SUP-OFF-04,Evergreen Office Goods,WH-EAST,4,$12.99,$7.17,5,10
OFF-LA-10004545,Avery 50,Office Supplies,Labels,SUP-OFF-02,Metro Stationery Co.,WH-SOUTH,4,$8.45,$4.70,5,10
OFF-LA-10004559,Avery 49,Office Supplies,Labels,SUP-OFF-02,Metro Stationery Co.,WH-WEST,6,$2.45,$1.39,5,10
OFF-LA-10004677,Self-Adhesive Address Labels for Typewriters with Dispenser Box,Office Supplies,Labels,SUP-OFF-01,Pinnacle Paper & Office,WH-EAST,6,$5.66,$3.13,5,10
OFF-LA-10004689,Avery 512,Office Supplies,Labels,SUP-OFF-02,Metro Stationery Co.,WH-WEST,5,$4.93,$2.57,5,10
OFF-LA-10004853,Avery 483,Office Supplies,Labels,SUP-OFF-04,Evergreen Office Goods,WH-CENTRAL,8,$5.36,$2.89,5,10
OFF-PA-10000007,"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",Office Supplies,Paper,SUP-OFF-04,Evergreen Office Goods,WH-EAST,4,$9.08,$4.85,5,10
OFF-PA-10000019,Xerox 1931,Office Supplies,Paper,SUP-OFF-02,Metro Stationery Co.,WH-WEST,4,$9.11,$4.86,5,10
OFF-PA-10000029,Xerox 224,Office Supplies,Paper,SUP-OFF-03,Prime Workplace Essentials,WH-CENTRAL,4,$5.00,$2.68,5,10
OFF-PA-10000048,Xerox 20,Office Supplies,Paper,SUP-OFF-01,Pinnacle Paper & Office,WH-WEST,4,$6.48,$3.33,5,10
OFF-PA-10000061,Xerox 205,Office Supplies,Paper,SUP-OFF-03,Prime Workplace Essentials,WH-CENTRAL,5,$7.13,$3.97,5,10
OFF-PA-10000062,Green Bar Computer Printout Paper,Office Supplies,Paper,SUP-OFF-02,Metro Stationery Co.,WH-WEST,9,$62.18,$33.20,5,10
OFF-PA-10000069,"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack",Office Supplies,Paper,SUP-OFF-02,Metro Stationery Co.,WH-CENTRAL,7,$14.02,$7.44,5,10
OFF-PA-10000100,Xerox 1945,Office Supplies,Paper,SUP-OFF-03,Prime Workplace Essentials,WH-SOUTH,4,$66.53,$34.29,5,10
OFF-PA-10000130,Xerox 199,Office Supplies,Paper,SUP-OFF-01,Pinnacle Paper & Office,WH-SOUTH,4,$2.49,$1.32,5,10
OFF-PA-10000141,"Ampad Evidence Wirebond Steno Books, 6"" x 9""",Office Supplies,Paper,SUP-OFF-04,Evergreen Office Goods,WH-SOUTH,9,$1.07,$1.00,5,10
OFF-PA-10000143,Astroparche Fine Business Paper,Office Supplies,Paper,SUP-OFF-04,Evergreen Office Goods,WH-WEST,7,$6.20,$3.35,5,10
OFF-PA-10000157,Xerox 191,Office Supplies,Paper,SUP-OFF-03,Prime Workplace Essentials,WH-EAST,4,$22.42,$11.95,5,10
OFF-PA-10000167,Xerox 1925,Office Supplies,Paper,SUP-OFF-02,Metro Stationery Co.,WH-CENTRAL,9,$19.12,$11.08,5,10
OFF-PA-10000174,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",Office Supplies,Paper,SUP-OFF-01,Pinnacle Paper & Office,WH-EAST,9,$4.22,$2.12,5,10
OFF-PA-10000176,Xerox 1887,Office Supplies,Paper,SUP-OFF-03,Prime Workplace Essentials,WH-WEST,9,$10.02,$5.78,5,10
OFF-PA-10000210,Xerox Blank Computer Paper,Office Supplies,Paper,SUP-OFF-04,Evergreen Office Goods,WH-WEST,9,$49.95,$26.58,5,10
OFF-PA-10000213,Xerox 198,Office Supplies,Paper,SUP-OFF-01,Pinnacle Paper & Office,WH-CENTRAL,8,$8.85,$4.85,5,10
OFF-PA-10000223,Xerox 2000,Office Supplies,Paper,SUP-OFF-01,Pinnacle Paper & Office,WH-CENTRAL,9,$9.37,$5.07,5,10
OFF-PA-10000232,Xerox 1975,Office Supplies,Paper,SUP-OFF-04,Evergreen Office Goods,WH-CENTRAL,6,$3.37,$1.86,5,10
OFF-PA-10000241,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",Office Supplies,Paper,SUP-OFF-04,Evergreen Office Goods,WH-WEST,6,$23.46,$12.97,5,10
OFF-PA-10000246,Riverleaf Stik-Withit Designer Note Cubes,Office Supplies,Paper,SUP-OFF-01,Pinnacle Paper & Office,WH-WEST,7,$12.16,$6.55,5,10
OFF-PA-10000249,Easy-staple paper,Office Supplies,Paper,SUP-OFF-01,Pinnacle Paper & Office,WH-CENTRAL,5,$6.11,$3.22,5,10
OFF-PA-10000289,Xerox 213,Office Supplies,Paper,SUP-OFF-01,Pinnacle Paper & Office,WH-CENTRAL,4,$4.50,$2.53,5,10
OFF-PA-10000295,Xerox 229,Office Supplies,Paper,SUP-OFF-02,Metro Stationery Co.,WH-CENTRAL,6,$6.19,$3.26,5,10
OFF-PA-10000300,Xerox 1936,Office Supplies,Paper,SUP-OFF-01,Pinnacle Paper & Office,WH-CENTRAL,7,$10.74,$5.50,5,10
OFF-PA-10000304,Xerox 1995,Office Supplies,Paper,SUP-OFF-01,Pinnacle Paper & Office,WH-CENTRAL,9,$7.81,$3.94,5,10
OFF-PA-10000308,Xerox 1901,Office Supplies,Paper,SUP-OFF-01,Pinnacle Paper & Office,WH-CENTRAL,7,$2.41,$1.34,5,10
OFF-PA-10000312,Xerox 1955,Office Supplies,Paper,SUP-OFF-03,Prime Workplace Essentials,WH-SOUTH,9,$17.95,$9.73,5,10
OFF-PA-10000327,Xerox 1971,Office Supplies,Paper,SUP-OFF-02,Metro Stationery Co.,WH-CENTRAL,8,$14.51,$8.29,5,10
OFF-PA-10000349,Easy-staple paper,Office Supplies,Paper,SUP-OFF-01,Pinnacle Paper & Office,WH-EAST,5,$4.38,$2.41,5,10
OFF-PA-10000350,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",Office Supplies,Paper,SUP-OFF-03,Prime Workplace Essentials,WH-WEST,9,$9.63,$5.00,5,10
OFF-PA-10000357,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",Office Supplies,Paper,SUP-OFF-03,Prime Workplace Essentials,WH-WEST,8,$93.21,$53.29,5,10
OFF-PA-10000380,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",Office Supplies,Paper,SUP-OFF-04,Evergreen Office Goods,WH-WEST,8,$14.23,$7.38,5,10
OFF-PA-10000418,Xerox 189,Office Supplies,Paper,SUP-OFF-03,Prime Workplace Essentials,WH-CENTRAL,7,$65.01,$35.24,5,10
OFF-PA-10000466,"Memo Book, 100 Message Capacity, 5 3/8â€ x 11â€",Office Supplies,Paper,SUP-OFF-03,Prime Workplace Essentials,WH-CENTRAL,8,$5.60,$3.05,5,10
OFF-PA-10000474,Easy-staple paper,Office Supplies,Paper,SUP-OFF-01,Pinnacle Paper & Office,WH-CENTRAL,4,$32.16,$16.28,5,10
OFF-PA-10000477,Xerox 1952,Office Supplies,Paper,SUP-OFF-03,Prime Workplace Essentials,WH-WEST,9,$7.76,$4.17,5,10
OFF-PA-10000482,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",Office Supplies,Paper,SUP-OFF-01,Pinnacle Paper & Office,WH-CENTRAL,6,$82.84,$44.64,5,10
OFF-PA-10000483,Xerox 19,Office Supplies,Paper,SUP-OFF-02,Metro Stationery Co.,WH-WEST,6,$15.40,$8.48,5,10
OFF-PA-10000501,Petty Cash Envelope,Office Supplies,Paper,SUP-OFF-02,Metro Stationery Co.,WH-EAST,4,$20.97,$11.47,5,10
OFF-PA-10000520,Xerox 201,Office Supplies,Paper,SUP-OFF-04,Evergreen Office Goods,WH-CENTRAL,9,$6.70,$3.85,5,10
OFF-PA-10000528,Xerox 1981,Office Supplies,Paper,SUP-OFF-04,Evergreen Office Goods,WH-CENTRAL,7,$2.27,$1.30,5,10
OFF-PA-10000533,Southworth Parchment Paper & Envelopes,Office Supplies,Paper,SUP-OFF-02,Metro Stationery Co.,WH-EAST,6,$2.28,$1.21,5,10
OFF-PA-10000551,Array Memo Cubes,Office Supplies,Paper,SUP-OFF-03,Prime Workplace Essentials,WH-WEST,7,$2.35,$1.27,5,10
OFF-PA-10000552,Xerox 200,Office Supplies,Paper,SUP-OFF-04,Evergreen Office Goods,WH-EAST,6,$2.22,$1.16,5,10
OFF-PA-10000556,Xerox 208,Office Supplies,Paper,SUP-OFF-03,Prime Workplace Essentials,WH-EAST,5,$6.16,$3.54,5,10
OFF-PA-10000565,Easy-staple paper,Office Supplies,Paper,SUP-OFF-02,Metro Stationery Co.,WH-CENTRAL,6,$72.77,$40.46,5,10
OFF-PA-10000575,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",Office Supplies,Paper,SUP-OFF-04,Evergreen Office Goods,WH-CENTRAL,7,$16.36,$8.37,5,10
OFF-PA-10000587,"Array Parchment Paper, Assorted Colors",Office Supplies,Paper,SUP-OFF-03,Prime Workplace Essentials,WH-EAST,7,$2.99,$1.70,5,10
OFF-PA-10000595,Xerox 1929,Office Supplies,Paper,SUP-OFF-02,Metro Stationery Co.,WH-CENTRAL,9,$27.74,$14.86,5,10
OFF-PA-10000605,Xerox 1950,Office Supplies,Paper,SUP-OFF-03,Prime Workplace Essentials,WH-EAST,7,$3.02,$1.71,5,10
OFF-PA-10000659,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6â€ x 11â€",Office Supplies,Paper,SUP-OFF-02,Metro Stationery Co.,WH-WEST,8,$21.17,$10.95,5,10
OFF-PA-10000673,"Post-it â€œImportant Messageâ€ Note Pad, Neon Colors, 50 Sheets/Pad",Office Supplies,Paper,SUP-OFF-02,Metro Stationery Co.,WH-EAST,9,$27.42,$15.28,5,10
OFF-PA-10000675,Xerox 1919,Office Supplies,Paper,SUP-OFF-01,Pinnacle Paper & Office,WH-WEST,7,$57.66,$30.39,5,10
OFF-PA-10000682,Xerox 1924,Office Supplies,Paper,SUP-OFF-03,Prime Workplace Essentials,WH-EAST,9,$7.98,$4.56,5,10
OFF-PA-10000697,"TOPS Voice Message Log Book, Flash Format",Office Supplies,Paper,SUP-OFF-02,Metro Stationery Co.,WH-EAST,5,$3.67,$1.99,5,10
OFF-PA-10000726,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",Office Supplies,Paper,SUP-OFF-04,Evergreen Office Goods,WH-CENTRAL,4,$16.40,$8.23,5,10
OFF-PA-10000740,Xerox 1982,Office Supplies,Paper,SUP-OFF-02,Metro Stationery Co.,WH-WEST,7,$24.45,$12.36,5,10
OFF-PA-10000743,Xerox 1977,Office Supplies,Paper,SUP-OFF-01,Pinnacle Paper & Office,WH-EAST,6,$5.73,$3.14,5,10
OFF-PA-10000788,Xerox 210,Office Supplies,Paper,SUP-OFF-04,Evergreen Office Goods,WH-EAST,4,$5.18,$2.92,5,10
OFF-PA-10000791,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",Office Supplies,Paper,SUP-OFF-04,Evergreen Office Goods,WH-EAST,4,$7.78,$4.38,5,10
OFF-PA-10000806,Xerox 1934,Office Supplies,Paper,SUP-OFF-04,Evergreen Office Goods,WH-CENTRAL,5,$90.69,$49.14,5,10
OFF-PA-10000807,"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",Office Supplies,Paper,SUP-OFF-03,Prime Workplace Essentials,WH-EAST,4,$5.48,$2.83,5,10
OFF-PA-10000809,Xerox 206,Office Supplies,Paper,SUP-OFF-03,Prime Workplace Essentials,WH-CENTRAL,4,$2.84,$1.50,5,10
OFF-PA-10000859,Unpadded Memo Slips,Office Supplies,Paper,SUP-OFF-01,Pinnacle Paper & Office,WH-WEST,8,$4.18,$2.29,5,10
OFF-PA-10000919,Xerox 1918,Office Supplies,Paper,SUP-OFF-03,Prime Workplace Essentials,WH-EAST,6,$19.38,$9.81,5,12
OFF-PA-10000955,Southworth 25% Cotton Granite Paper & Envelopes,Office Supplies,Paper,SUP-OFF-04,Evergreen Office Goods,WH-CENTRAL,6,$3.42,$1.95,5,10
OFF-PA-10000994,Xerox 1915,Office Supplies,Paper,SUP-OFF-03,Prime Workplace Essentials,WH-CENTRAL,7,$56.01,$29.77,5,10
OFF-PA-10001001,"Snap-A-Way Black Print Carbonless Speed Message, No Reply Area, Duplicate",Office Supplies,Paper,SUP-OFF-04,Evergreen Office Goods,WH-SOUTH,6,$31.08,$17.83,5,10
OFF-PA-10001019,Xerox 1884,Office Supplies,Paper,SUP-OFF-02,Metro Stationery Co.,WH-SOUTH,5,$18.50,$10.20,5,10
OFF-PA-10001033,Xerox 1893,Office Supplies,Paper,SUP-OFF-04,Evergreen Office Goods,WH-EAST,9,$40.08,$22.09,5,10
OFF-PA-10001125,Xerox 1988,Office Supplies,Paper,SUP-OFF-03,Prime Workplace Essentials,WH-SOUTH,8,$26.05,$13.82,5,10
OFF-PA-10001144,Xerox 1913,Office Supplies,Paper,SUP-OFF-03,Prime Workplace Essentials,WH-EAST,5,$29.18,$15.92,5,10
OFF-PA-10001166,Xerox 2,Office Supplies,Paper,SUP-OFF-02,Metro Stationery Co.,WH-CENTRAL,8,$5.19,$2.69,5,10
OFF-PA-10001184,Xerox 1903,Office Supplies,Paper,SUP-OFF-02,Metro Stationery Co.,WH-EAST,5,$11.27,$6.47,5,10
OFF-PA-10001204,Xerox 1972,Office Supplies,Paper,SUP-OFF-02,Metro Stationery Co.,WH-CENTRAL,4,$3.37,$1.81,5,10
OFF-PA-10001215,Xerox 1963,Office Supplies,Paper,SUP-OFF-02,Metro Stationery Co.,WH-CENTRAL,4,$4.05,$2.15,5,10
OFF-PA-10001243,Xerox 1983,Office Supplies,Paper,SUP-OFF-01,Pinnacle Paper & Office,WH-SOUTH,5,$4.49,$2.53,5,10
OFF-PA-10001246,Xerox 215,Office Supplies,Paper,SUP-OFF-04,Evergreen Office Goods,WH-WEST,8,$2.78,$1.46,5,11
OFF-PA-10001260,"TOPS Money Receipt Book, Consecutively Numbered in Red,",Office Supplies,Paper,SUP-OFF-01,Pinnacle Paper & Office,WH-CENTRAL,9,$19.36,$10.11,5,10
OFF-PA-10001274,Loose Memo Sheets,Office Supplies,Paper,SUP-OFF-02,Metro Stationery Co.,WH-EAST,6,$1.60,$1.00,5,17
OFF-PA-10001281,Computer Printout Paper with Letter-Trim Fine Perforations,Office Supplies,Paper,SUP-OFF-02,Metro Stationery Co.,WH-EAST,8,$23.95,$12.36,5,12
OFF-PA-10001289,White Computer Printout Paper by Universal,Office Supplies,Paper,SUP-OFF-03,Prime Workplace Essentials,WH-CENTRAL,9,$46.34,$26.28,5,10
OFF-PA-10001293,Xerox 1946,Office Supplies,Paper,SUP-OFF-01,Pinnacle Paper & Office,WH-CENTRAL,7,$3.28,$1.81,5,10
OFF-PA-10001295,Computer Printout Paper with Letter-Trim Perforations,Office Supplies,Paper,SUP-OFF-03,Prime Workplace Essentials,WH-WEST,5,$8.60,$4.32,5,10
OFF-PA-10001307,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",Office Supplies,Paper,SUP-OFF-04,Evergreen Office Goods,WH-EAST,9,$8.17,$4.66,5,10
OFF-PA-10001357,Xerox 1886,Office Supplies,Paper,SUP-OFF-03,Prime Workplace Essentials,WH-EAST,6,$58.92,$29.61,5,10
OFF-PA-10001363,Xerox 1933,Office Supplies,Paper,SUP-OFF-02,Metro Stationery Co.,WH-WEST,9,$29.74,$15.04,5,10
OFF-PA-10001450,Rediform S.O.S. Phone Message Books,Office Supplies,Paper,SUP-OFF-02,Metro Stationery Co.,WH-WEST,5,$3.32,$1.76,5,10
OFF-PA-10001457,White GlueTop Scratch Pads,Office Supplies,Paper,SUP-OFF-02,Metro Stationery Co.,WH-SOUTH,4,$16.63,$9.41,5,10
OFF-PA-10001461,HP Office Paper (20Lb. and 87 Bright),Office Supplies,Paper,SUP-OFF-03,Prime Workplace Essentials,WH-CENTRAL,9,$6.92,$3.53,5,10
OFF-PA-10001471,Strathmore Photo Frame Cards,Office Supplies,Paper,SUP-OFF-01,Pinnacle Paper & Office,WH-EAST,9,$7.22,$3.78,5,10
OFF-PA-10001497,Xerox 1914,Office Supplies,Paper,SUP-OFF-04,Evergreen Office Goods,WH-WEST,4,$89.19,$48.97,5,10
OFF-PA-10001509,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",Office Supplies,Paper,SUP-OFF-01,Pinnacle Paper & Office,WH-EAST,8,$28.34,$14.90,5,10
OFF-PA-10001526,Xerox 1949,Office Supplies,Paper,SUP-OFF-04,Evergreen Office Goods,WH-CENTRAL,5,$5.44,$2.97,5,10
OFF-PA-10001534,Xerox 230,Office Supplies,Paper,SUP-OFF-03,Prime Workplace Essentials,WH-SOUTH,4,$8.96,$4.93,5,10
OFF-PA-10001560,"Adams Telephone Message Books, 5 1/4â€ x 11â€",Office Supplies,Paper,SUP-OFF-01,Pinnacle Paper & Office,WH-CENTRAL,6,$5.56,$2.80,5,10
OFF-PA-10001569,Xerox 232,Office Supplies,Paper,SUP-OFF-04,Evergreen Office Goods,WH-CENTRAL,6,$7.59,$3.92,5,10
OFF-PA-10001583,"1/4 Fold Party Design Invitations & White Envelopes, 24 8-1/2"" X 11"" Cards, 25 Env./Pack",Office Supplies,Paper,SUP-OFF-03,Prime Workplace Essentials,WH-EAST,8,$6.25,$3.61,5,10
OFF-PA-10001593,Xerox 1947,Office Supplies,Paper,SUP-OFF-03,Prime Workplace Essentials,WH-WEST,6,$6.76,$3.55,5,10
OFF-PA-10001609,Tops Wirebound Message Log Books,Office Supplies,Paper,SUP-OFF-04,Evergreen Office Goods,WH-EAST,9,$6.13,$3.54,5,10
OFF-PA-10001622,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",Office Supplies,Paper,SUP-OFF-01,Pinnacle Paper & Office,WH-CENTRAL,7,$3.46,$1.94,5,10
OFF-PA-10001639,Xerox 203,Office Supplies,Paper,SUP-OFF-04,Evergreen Office Goods,WH-WEST,4,$5.73,$2.99,5,10
OFF-PA-10001661,Xerox 1922,Office Supplies,Paper,SUP-OFF-02,Metro Stationery Co.,WH-WEST,4,$11.95,$6.20,5,10
OFF-PA-10001667,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),Office Supplies,Paper,SUP-OFF-03,Prime Workplace Essentials,WH-WEST,8,$6.92,$3.90,5,10
OFF-PA-10001685,Easy-staple paper,Office Supplies,Paper,SUP-OFF-03,Prime Workplace Essentials,WH-EAST,6,$27.45,$15.59,5,10
OFF-PA-10001712,Xerox 1948,Office Supplies,Paper,SUP-OFF-03,Prime Workplace Essentials,WH-EAST,5,$17.71,$9.18,5,10
OFF-PA-10001725,Xerox 1892,Office Supplies,Paper,SUP-OFF-02,Metro Stationery Co.,WH-WEST,7,$58.14,$30.81,5,10
OFF-PA-10001736,Xerox 1880,Office Supplies,Paper,SUP-OFF-02,Metro Stationery Co.,WH-WEST,9,$28.35,$15.45,5,10
OFF-PA-10001745,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",Office Supplies,Paper,SUP-OFF-03,Prime Workplace Essentials,WH-CENTRAL,9,$12.59,$6.85,5,10
OFF-PA-10001752,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),Office Supplies,Paper,SUP-OFF-04,Evergreen Office Goods,WH-CENTRAL,7,$2.67,$1.48,5,10
OFF-PA-10001763,Xerox 1896,Office Supplies,Paper,SUP-OFF-04,Evergreen Office Goods,WH-CENTRAL,5,$5.00,$2.65,5,10
OFF-PA-10001776,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",Office Supplies,Paper,SUP-OFF-03,Prime Workplace Essentials,WH-WEST,9,$10.55,$6.12,5,10
OFF-PA-10001790,Xerox 1910,Office Supplies,Paper,SUP-OFF-04,Evergreen Office Goods,WH-CENTRAL,7,$20.71,$11.57,5,10
OFF-PA-10001800,Xerox 220,Office Supplies,Paper,SUP-OFF-02,Metro Stationery Co.,WH-SOUTH,7,$6.90,$3.69,5,10
OFF-PA-10001801,Xerox 193,Office Supplies,Paper,SUP-OFF-03,Prime Workplace Essentials,WH-EAST,4,$5.58,$2.99,5,10
OFF-PA-10001804,Xerox 195,Office Supplies,Paper,SUP-OFF-02,Metro Stationery Co.,WH-CENTRAL,9,$8.36,$4.18,5,10
OFF-PA-10001815,Xerox 1885,Office Supplies,Paper,SUP-OFF-02,Metro Stationery Co.,WH-EAST,8,$55.93,$31.67,5,10
OFF-PA-10001826,Xerox 207,Office Supplies,Paper,SUP-OFF-02,Metro Stationery Co.,WH-CENTRAL,6,$3.29,$1.71,5,10
OFF-PA-10001837,Xerox 1976,Office Supplies,Paper,SUP-OFF-02,Metro Stationery Co.,WH-WEST,5,$14.26,$7.82,5,10
OFF-PA-10001838,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",Office Supplies,Paper,SUP-OFF-03,Prime Workplace Essentials,WH-WEST,6,$3.33,$1.91,5,10
OFF-PA-10001846,Xerox 1899,Office Supplies,Paper,SUP-OFF-03,Prime Workplace Essentials,WH-CENTRAL,6,$2.15,$1.16,5,10
OFF-PA-10001870,Xerox 202,Office Supplies,Paper,SUP-OFF-01,Pinnacle Paper & Office,WH-EAST,8,$12.27,$6.33,5,10
OFF-PA-10001878,Xerox 1891,Office Supplies,Paper,SUP-OFF-02,Metro Stationery Co.,WH-WEST,7,$52.62,$27.48,5,10
OFF-PA-10001892,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",Office Supplies,Paper,SUP-OFF-01,Pinnacle Paper & Office,WH-CENTRAL,8,$7.42,$3.92,5,10
OFF-PA-10001934,Xerox 1993,Office Supplies,Paper,SUP-OFF-03,Prime Workplace Essentials,WH-CENTRAL,7,$3.41,$1.81,5,10
OFF-PA-10001937,Xerox 21,Office Supplies,Paper,SUP-OFF-04,Evergreen Office Goods,WH-CENTRAL,5,$5.49,$2.84,5,10
OFF-PA-10001947,Xerox 1974,Office Supplies,Paper,SUP-OFF-04,Evergreen Office Goods,WH-WEST,5,$8.02,$4.09,5,10
OFF-PA-10001950,Southworth 25% Cotton Antique Laid Paper & Envelopes,Office Supplies,Paper,SUP-OFF-01,Pinnacle Paper & Office,WH-EAST,7,$36.46,$20.30,5,10
OFF-PA-10001952,Xerox 1902,Office Supplies,Paper,SUP-OFF-01,Pinnacle Paper & Office,WH-CENTRAL,9,$9.35,$5.34,5,10
OFF-PA-10001954,Xerox 1964,Office Supplies,Paper,SUP-OFF-03,Prime Workplace Essentials,WH-SOUTH,6,$67.15,$37.86,5,10
OFF-PA-10001970,Xerox 1881,Office Supplies,Paper,SUP-OFF-04,Evergreen Office Goods,WH-EAST,7,$32.57,$16.69,5,10
